file,10%_train_120M,20%_train_120M,30%_train_120M,40%_train_120M,50%_train_120M,60%_train_120M,70%_train_120M,80%_train_120M,90%_train_120M,10%_train_350M,20%_train_350M,30%_train_350M,40%_train_350M,50%_train_350M,60%_train_350M,70%_train_350M,80%_train_350M,90%_train_350M,10%_train_onehot,20%_train_onehot,30%_train_onehot,40%_train_onehot,50%_train_onehot,60%_train_onehot,70%_train_onehot,80%_train_onehot,90%_train_onehot
A0A192B1T2_9HIV1_Haddox_2018_with_scoresandembeddings.csv,0.6060155302447535,0.6412447158686428,0.6578153890099477,0.6678521418168966,0.6771549205912303,0.6883074534864752,0.682780590674853,0.685433245663033,0.6829489345987322,0.5661113063960574,0.6241187973276958,0.6420338614820197,0.6597400327135602,0.6729945315167504,0.6758387894889542,0.6856784376962463,0.6806377734171024,0.6821005267795621,0.658288035378882,0.7377202760449022,0.7653881271169606,0.7759196728204347,0.7864948756526942,0.7911179379210326,0.7950353637211844,0.7980852241616523,0.7949065402327122
A0A1I9GEU1_NEIME_Kennouche_2019_with_scoresandembeddings.csv,0.03578505842037996,0.015803654938608303,0.028182142700147815,0.026843391041189674,0.07102224108439613,0.024148243393692752,0.05563676980475311,0.07881043359317949,0.023532764831719902,0.026562894121271118,0.03995150844428646,0.054830187110035664,0.020556135699072407,0.013900069061435302,-0.002805356584014293,0.05489900853512675,0.04995270325271613,-0.01850598236524076,0.04230863673029176,0.06719790603795879,0.09511819959544893,0.071000177896407,0.08266318919974558,0.05756338368158046,0.04997293352586629,0.14760069295444045,0.03215296314119962
A0A247D711_LISMN_Stadelmann_2021_with_scoresandembeddings.csv,0.3594837324409572,0.43472903025105614,0.48551999955599356,0.5051257840801999,0.5368110724984854,0.540120222027949,0.5434651887663764,0.5349630482453438,0.5617788171945002,0.3356387161818123,0.3489253359799466,0.4310645127062968,0.4368452844129293,0.4748379271450987,0.4899137687203054,0.5295222150808078,0.5302080690924009,0.5680024322477221,0.47777949517500273,0.5652951198848513,0.574488980374043,0.5941337776041498,0.621806084208828,0.6084337982608173,0.6180017672164071,0.6053476583636226,0.6338860381973779
A0A2Z5U3Z0_9INFA_Doud_2016_with_scoresandembeddings.csv,0.5834266091664507,0.6304236124933598,0.6547780981794624,0.6658880772117018,0.6801853609093069,0.6799747356472986,0.6828130588929693,0.6834167740197674,0.6848226522668714,0.5296766173696036,0.6052151372067548,0.6336204710940344,0.6476761780583159,0.6692883428655969,0.673457823261303,0.6718661369668952,0.6799676495081775,0.6760008060755843,0.5857733127917676,0.6776686827792675,0.699578149297587,0.7171933016213756,0.7284694281761863,0.7353367120024574,0.7366856192969431,0.7348406475634144,0.733521634924353
A0A2Z5U3Z0_9INFA_Wu_2014_with_scoresandembeddings.csv,0.1726194972784734,0.22335899200555395,0.2508603662741161,0.2491181493199114,0.27701370043924156,0.2790925888329386,0.28675495705581605,0.3084707534698051,0.31718613125368217,0.13852661866479324,0.18412986787974345,0.19361878893688642,0.18356421535399187,0.210612683894044,0.23214572599702832,0.19501485538333602,0.21973359405191428,0.2519304428620081,0.12367380765010601,0.1722461743938827,0.21991193576811408,0.23488934035821832,0.2728170841542739,0.3092457339049452,0.33258440112620935,0.330112369485546,0.34674864171160685
A4D664_9INFA_Soh_2019_with_scoresandembeddings.csv,0.43589292223601994,0.48171921056588635,0.4882279482092818,0.5142036861807113,0.5194805048841051,0.5309202697676171,0.5328366849807171,0.5266877262637052,0.5387892468144196,0.42920339420043624,0.49381679384664123,0.5137181947531535,0.5362572071466223,0.5450245712587376,0.5536145081654686,0.5622064000979617,0.5635645388851629,0.5668658176013688,0.5484505375807543,0.6474238342078095,0.6807309095867002,0.699183935641926,0.7082127432805467,0.7192531045459643,0.7205285837375814,0.7203532190668487,0.7264024521774269
A4GRB6_PSEAI_Chen_2020_with_scoresandembeddings.csv,0.6732622227897644,0.7270351143121261,0.7488167141392543,0.7660075022302454,0.7763895988734373,0.7837402231249511,0.7835719355353791,0.7988192454252334,0.7770102631390606,0.6406976609178188,0.7113063881577734,0.7453543584509508,0.7649939312054701,0.7785153760057731,0.7869401440104143,0.7861426024288637,0.7951464870458882,0.7943509697736003,0.674715681344001,0.7530437928867352,0.780044968294871,0.7953047883869042,0.8002064083045346,0.8046933862946322,0.8078861157177706,0.8136807785704019,0.8027662327962553
A4_HUMAN_Seuma_2022_with_scoresandembeddings.csv,0.8085129575543863,0.834572470491443,0.8425488618097351,0.8507265054172732,0.8548366133080384,0.855658218252068,0.8624621117813185,0.8656723437949434,0.8639890178311308,0.8314406967169923,0.8533426312262782,0.8576737084328394,0.8642195821938568,0.8673034980634473,0.8677101575445578,0.8729439312826026,0.8752323771724895,0.8757804282025973,0.8534370104310305,0.8688922786328147,0.8725583413603125,0.8777690932809229,0.8784678970637572,0.8786420951186354,0.8823984431616468,0.8849700296121359,0.8805466626822372
AACC1_PSEAI_Dandage_2018_with_scoresandembeddings.csv,0.27420519923816145,0.3501969241024308,0.4173513586463244,0.4404053067638783,0.44031794097422533,0.4757394252109579,0.4820775934059383,0.48394321074567764,0.5112252357310022,0.2767046557201804,0.36581938251815976,0.404600143475245,0.41824583213060595,0.44165974812804965,0.4690476254509549,0.4764359520919473,0.46425827581457274,0.49587401357355326,0.4086614109266328,0.48768174856679963,0.5311139741516872,0.5375460878017322,0.5567708756969515,0.5686769417411367,0.5805524775555424,0.5475430711158851,0.579586301214324
ACE2_HUMAN_Chan_2020_with_scoresandembeddings.csv,0.35685615913322055,0.4307802153224321,0.48524613006106854,0.49773726638370847,0.5294781738252554,0.5218640741068417,0.5516178955351585,0.5548790681143178,0.6024412625309485,0.3644765417491054,0.4453002649068701,0.4909540468172531,0.5266744017844159,0.5591117937832683,0.5681903398438832,0.5859978571969882,0.5778314919948416,0.6258773828280555,0.4944747259066947,0.5663054462572001,0.6034681199262819,0.6159933653503313,0.6300716152813559,0.634181214543081,0.6357419901275376,0.6436260070403149,0.7058076157597777
